host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
Andrew,NA,NA,NA,f,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,4.9
Cj,NA,NA,>98.0,t,Bushwick,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,4.91
Alex,NA,NA,NA,f,Harlem,f,Manhattan,Entire home,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,3.75
Andrea,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,(2.0-3.0],NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.0
Urban Furnished,within an hour,>99.0,(78.0-98.0],f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.65
Laura,within an hour,>99.0,NA,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.9
Jett,NA,NA,NA,f,other,f,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.0
Micah,NA,NA,NA,f,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Raymond And Kymme,within a day,>99.0,>98.0,t,Bushwick,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.91
SoHoBlu,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire loft,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.55
Allie,NA,NA,NA,f,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.71
Nick,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Carly,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Joel,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Nicholas,NA,NA,NA,f,Williamsburg,f,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
The Ridge,within a day,<=99.0,>98.0,f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,>1,t,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.54
Julia,NA,NA,NA,f,Greenpoint,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Melissa,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,4.92
Melissa,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],<=2.0,>9.0,1,4.92
Your Hostess,NA,NA,NA,f,Upper West Side,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,>32.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.48
Shogo,within a few hours,<=99.0,(78.0-98.0],f,Elmhurst,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,5.0
Santiago,NA,NA,<=78.0,f,Elmhurst,t,Queens,Entire rental unit,Entire home/apt,>3.0,NA,NA,NA,NA,>12.0,>1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.51
Senda,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,<=1.0,>2.0,>200.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.31
Gisele,within a few hours,<=99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],>1.0,1,t,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.71
Brad,within a few hours,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,0,4.83
Madeleine,NA,NA,NA,f,Harlem,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,4.67
Menachem,within an hour,>99.0,>98.0,t,other,t,Manhattan,Entire loft,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],>200.0,>12.0,>1.0,>1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.64
Ramon,within a few hours,>99.0,>98.0,f,Jamaica,t,Queens,Private room in home,Private room,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,1,4.49
Rep,NA,NA,NA,f,Williamsburg,t,Brooklyn,Entire home,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.78
Sergio,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,(6.0-9.0],1,4.96
Smyth Tribeca,NA,NA,>98.0,f,other,t,Manhattan,Room in hotel,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
Sunny,within a few hours,>99.0,(78.0-98.0],f,Flushing,f,Queens,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,<=6.0,0,5.0
Nicole,NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in townhouse,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,5.0
Lennon,NA,NA,NA,f,Chelsea,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Eran,NA,NA,NA,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,0,5.0
Inna,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],>2.0,<=6.0,0,4.45
Urban Furnished,within an hour,>99.0,(78.0-98.0],f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,(6.0-9.0],0,4.44
Yvonne,a few days or more,<=99.0,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in home,Private room,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,1,4.83
Andrew,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.45
Sasha,within a few hours,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,4.9
James,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.89
Kyle,NA,NA,NA,f,other,t,Manhattan,other,Private room,<=2.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,5.0
Maor,NA,NA,NA,f,other,t,Queens,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.89
Maria,NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in condo,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.97
An Artful Hotel,within an hour,<=99.0,(78.0-98.0],t,Hell's Kitchen,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,1,t,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.79
Bharat,NA,NA,NA,f,Astoria,t,Queens,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.0
William,NA,NA,NA,f,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],1,4.78
Jewel,NA,NA,NA,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.0
Urban Furnished,within an hour,>99.0,(78.0-98.0],f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],0,4.0
Chris,within an hour,>99.0,<=78.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,>12.0,>1.0,1,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,4.97
Chelsea Inn Hotel,within an hour,<=99.0,>98.0,f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,t,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.3
Lily,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.67
Margot,within a day,<=99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,4.77
Lennon,NA,NA,NA,f,Chelsea,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Melissa,NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,5.0
Ellen Fannie,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Joe,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,<=1.0,<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Duane,within a day,>99.0,NA,t,Crown Heights,t,Brooklyn,Entire townhouse,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,0,4.77
Eliza,within an hour,>99.0,>98.0,f,other,t,Manhattan,Private room in rental unit,Private room,(2.0-3.0],<=1.0,<=1.0,>2.0,<=100.0,>12.0,>1.0,>1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,1,4.23
Urban Furnished,within an hour,>99.0,(78.0-98.0],f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Michael,within a day,<=99.0,<=78.0,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.62
Tarun,within a day,>99.0,>98.0,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],<=2.0,>9.0,1,4.88
Basia,NA,NA,NA,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],>2.0,<=6.0,1,4.67
Alycen,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Cc,NA,NA,NA,f,other,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,4.67
Ellie And Jeff,within a few hours,<=99.0,<=78.0,t,other,t,Manhattan,Entire condo,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,(1.0-2.0],>200.0,(1.0-12.0],>1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,<=6.0,0,5.0
Chelsea Inn Hotel,within an hour,<=99.0,>98.0,f,other,t,Manhattan,other,Private room,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,>1.0,1,t,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.27
Mathieu,NA,NA,NA,f,Bushwick,f,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,4.5
Christian,NA,NA,NA,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,4.0
Chelsea Inn Hotel,within an hour,<=99.0,>98.0,f,other,t,Manhattan,other,Private room,<=2.0,NA,<=1.0,NA,NA,>12.0,>1.0,0,t,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.5
Tamara,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,(2.0-3.0],NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,5.0
Basia,NA,NA,NA,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,1,4.79
Sally,NA,NA,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.95
Francis,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,(2.0-6.0],<=2.0,<=6.0,0,5.0
Shogo,within a few hours,<=99.0,(78.0-98.0],f,Elmhurst,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,5.0
Horacio,NA,NA,NA,f,Bushwick,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],1,4.41
Joey,NA,NA,NA,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Brian,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],>2.0,>9.0,0,5.0
Elean,NA,NA,NA,f,other,t,Queens,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Lindsay,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.86
Nathan,within a few hours,<=99.0,<=78.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
Jordan,within a day,>99.0,<=78.0,f,Hell's Kitchen,t,Manhattan,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.99
